중요도,CIS담당,구매담당,중분류명,고객약호,자재,내역,생성일,원납기일,변경납기일,총오더수량,환산수량,미납잔량,생산완료요청일,부자재,제조요청여부,현재제조,관리구분,비고,단가,매출
상,김현주,임민수,파우더성형_일반,IWD,9IWD0047810,롬앤베러댄치크(리뉴얼)#C02블루베리칩,2026-03-12,2026-04-25,2026-04-25,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1681,13448000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0047710,롬앤베러댄치크(리뉴얼)#C01피치칩,2026-03-12,2026-04-25,2026-04-25,4000,4000,4000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1681,6724000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0059210,롬앤THE쥬시래스팅틴트#4피그피그,2026-03-12,2026-04-25,2026-04-25,16000,16000,16000,ASAP,,,,중점관리품목,,2255,36080000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0059310,롬앤THE쥬시래스팅틴트#5쥬쥬브,2026-03-12,2026-04-25,2026-04-25,16000,16000,16000,ASAP,,,,중점관리품목,,2255,36080000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0059510,롬앤THE쥬시래스팅틴트#7체리밤,2026-03-12,2026-04-25,2026-04-25,14000,14000,14000,ASAP,,,,중점관리품목,,2255,31570000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0068510,롬앤THE쥬시래스팅틴트#9멀드피치,2026-03-12,2026-04-25,2026-04-25,10000,10000,10000,ASAP,,,,중점관리품목,,2255,22550000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0077110,롬앤THE쥬시래스팅틴트#13잇도토리,2026-03-12,2026-04-25,2026-04-25,8000,8000,8000,ASAP,,,,중점관리품목,,2255,18040000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0077210,롬앤THE쥬시래스팅틴트#14아몬드로즈,2026-03-12,2026-04-25,2026-04-25,9000,9000,9000,ASAP,,,,중점관리품목,,2255,20295000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0080010,롬앤THE쥬시래스팅틴트#20쥬쥬피그,2026-03-12,2026-04-25,2026-04-25,17000,17000,17000,ASAP,,,,중점관리품목,,2255,38335000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0059110,롬앤THE쥬시래스팅틴트#3베어그레이프,2026-03-12,2026-04-25,2026-04-25,28000,28000,28000,ASAP,,,,중점관리품목,,2255,63140000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0059010,롬앤THE쥬시래스팅틴트#2누카다미아,2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,,2255,11275000
상,김현주,임민수,파우더성형_습식,IWD,9IWD0032110,롬앤시스루베일라이터#02문키스드베일@,2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2211,11055000
상,김현주,임민수,파우더성형_습식,IWD,9IWD0032010,롬앤시스루베일라이터#01선키스드베일@,2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2445,12225000
중,김현주,임민수,파우더성형_일반,IWD,9IWD0084710,롬앤슬라이드인싱글#M02쿨볼류머,2026-03-12,2026-04-25,2026-04-25,7000,7000,7000,ASAP,,,,중점관리품목,,1407,9849000
상,김현주,임민수,마스카라,IWD,9IWD0040310,롬앤한올픽스마스카라#L03롱헤이즐,2026-03-12,2026-04-25,2026-04-25,11000,11000,11000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2498,27478000
상,김현주,임민수,마스카라,IWD,9IWD0040210,롬앤한올픽스마스카라#L02롱애쉬,2026-03-12,2026-04-25,2026-04-25,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,20032000
상,김현주,임민수,마스카라,IWD,9IWD0033410,롬앤한올픽스마스카라#L01롱블랙@,2026-03-12,2026-04-25,2026-04-25,19000,19000,19000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,47576000
상,김현주,임민수,틴트/컨실러,IWD,9IWD0048812,롬앤듀이풀워터틴트#13커스터드모브(25캡변경/벌크리뉴얼),2026-03-12,2026-04-25,2026-04-25,14000,14000,14000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2402,33628000
상,김현주,임민수,틴트/컨실러,IWD,9IWD0048712,롬앤듀이풀워터틴트#12캐니언(25캡변경/벌크리뉴얼),2026-03-12,2026-04-25,2026-04-25,11000,11000,11000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2415,26565000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0064110,롬앤베러댄팔레트#06피오니누드가든@●(색소변경),2026-03-12,2026-04-25,2026-04-25,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5496,54960000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0063910,롬앤베러댄팔레트#05쉐이드앤섀도우가든@●(색소변경),2026-03-12,2026-04-25,2026-04-25,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5155,51550000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0063510,롬앤베러댄팔레트#03로즈버드가든@●(색소변경),2026-03-12,2026-04-25,2026-04-25,50000,50000,50000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5815,290750000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0063310,롬앤베러댄팔레트#02마호가니가든@●(색소변경),2026-03-12,2026-04-25,2026-04-25,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5815,40705000
상,김현주,임민수,립글로즈,IWD,9IWD0056510,롬앤블러퍼지틴트#14언로즈(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,36735000
상,김현주,임민수,립글로즈,IWD,9IWD0056410,롬앤블러퍼지틴트#13쿨링업(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,24490000
상,김현주,임민수,립글로즈,IWD,9IWD0056310,롬앤블러퍼지틴트#12웜밍업(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,16000,16000,16000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,39184000
상,김현주,임민수,립글로즈,IWD,9IWD0043540,롬앤블러퍼지틴트#10퍼지레드(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,24490000
상,김현주,임민수,립글로즈,IWD,9IWD0041540,롬앤블러퍼지틴트#03머스키(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,20000,20000,20000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,48980000
상,김현주,임민수,립글로즈,IWD,9IWD0041440,롬앤블러퍼지틴트#02로지엔탈(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,14000,14000,14000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,34286000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0080210,롬앤THE쥬시래스팅틴트#22도토리밤,2026-03-12,2026-04-25,2026-04-25,10000,10000,10000,ASAP,,,,중점관리품목,,2255,22550000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0103810,롬앤THE쥬시래스팅틴트#30보늬밤,2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,,2255,11275000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0025330,롬앤제로매트립스틱#2올댓재즈(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,14000,14000,14000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2396,33544000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0026030,롬앤제로매트립스틱(20)#9쉘누드(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2396,16772000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0026130,롬앤제로매트립스틱(20)#10핑크샌드(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2396,16772000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0046920,롬앤제로매트립스틱#22모브빈즈(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2396,11980000
중,김현주,임민수,립글로즈,IWD,9IWD0007610,롬앤제로벨벳틴트06딥소울@,2026-03-12,2026-04-25,2026-04-25,4000,4000,4000,ASAP,,,,중점관리품목,,2255,9020000
중,김현주,임민수,립글로즈,IWD,9IWD0031510,롬앤제로벨벳틴트#21빌런베스트,2026-03-12,2026-04-25,2026-04-25,8000,8000,8000,ASAP,,,,중점관리품목,,2255,18040000
상,김현주,임민수,틴트/컨실러,IWD,9IWD0048812,롬앤듀이풀워터틴트#13커스터드모브(25캡변경/벌크리뉴얼),2026-03-03,2026-04-11,2026-04-11,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2402,36030000
상,김현주,임민수,마스카라,IWD,9IWD0033410,롬앤한올픽스마스카라#L01롱블랙@,2026-03-03,2026-04-11,2026-04-11,69000,69000,69000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,172776000
상,김현주,임민수,마스카라,IWD,9IWD0033510,롬앤한올픽스마스카라#V01볼륨블랙,2026-03-03,2026-04-11,2026-04-11,14000,14000,14000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,35056000
상,김현주,임민수,마스카라,IWD,9IWD0040210,롬앤한올픽스마스카라#L02롱애쉬,2026-03-03,2026-04-11,2026-04-11,30000,30000,30000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,75120000
상,김현주,임민수,마스카라,IWD,9IWD0040310,롬앤한올픽스마스카라#L03롱헤이즐,2026-03-03,2026-04-11,2026-04-11,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2498,19984000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0064410,롬앤베러댄팔레트#09드리미라일락가든@●(색소변경),2026-03-03,2026-04-11,2026-04-11,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5855,29275000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0064310,롬앤베러댄팔레트#08피치달리아가든@●(색소변경),2026-03-03,2026-04-11,2026-04-11,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5638,28190000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0064210,롬앤베러댄팔레트#07베리푸시아가든@●(색소변경),2026-03-03,2026-04-11,2026-04-11,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5978,29890000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0063510,롬앤베러댄팔레트#03로즈버드가든@●(색소변경),2026-03-03,2026-04-11,2026-04-11,9000,9000,9000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5815,52335000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0032810,롬앤베러댄팔레트#01팜파스가든@●,2026-03-03,2026-04-11,2026-04-11,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5901,47208000
상,김현주,임민수,립글로즈,IWD,9IWD0041340,롬앤블러퍼지틴트#01포멜로코(믹스앤매치),2026-03-03,2026-04-11,2026-04-11,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,36735000
상,김현주,임민수,립글로즈,IWD,9IWD0041440,롬앤블러퍼지틴트#02로지엔탈(믹스앤매치),2026-03-03,2026-04-11,2026-04-11,40000,40000,40000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,97960000
상,김현주,임민수,립글로즈,IWD,9IWD0041540,롬앤블러퍼지틴트#03머스키(믹스앤매치),2026-03-03,2026-04-11,2026-04-11,22000,22000,22000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,53878000
상,김현주,임민수,립글로즈,IWD,9IWD0056310,롬앤블러퍼지틴트#12웜밍업(믹스앤매치),2026-03-03,2026-04-11,2026-04-11,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,36735000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0069510,롬앤베러댄컨투어#1호뉴트럴웜,2026-03-03,2026-04-11,2026-04-11,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5567,27835000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0069610,롬앤베러댄컨투어#2호그레이쿨,2026-03-03,2026-04-11,2026-04-11,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5567,44536000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0062910,롬앤베러댄아이즈M02말린메밀꽃@(색소변경),2026-03-03,2026-04-11,2026-04-11,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),3332,16660000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0109110,롬앤베러댄팔레트#14토스트태니가든,2026-03-17,2026-04-26,2026-04-26,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),6016,90240000
상,김현주,임민수,마스카라,IWD,9IWD0106110,롬앤한올브로우카라#11모카그레이(일본)(25),2026-03-16,2026-04-23,2026-04-23,12000,12000,12000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2200,26400000
상,김현주,임민수,마스카라,IWD,9IWD0124812,롬앤한올폭스래쉬마스카라(미국)#01딥블랙,2026-03-05,2026-04-15,2026-04-15,10080,10080,10080,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2366,23849280
상,김현주,임민수,마스카라,IWD,9IWD0124912,롬앤한올폭스래쉬마스카라(미국)#02브라운블랙,2026-03-05,2026-04-15,2026-04-15,10080,10080,10080,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2366,23849280
상,김현주,임민수,마스카라,IWD,9IWD0124612,롬앤한올마스카라리무버7G(미국),2026-03-05,2026-04-15,2026-04-15,10080,10080,10080,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1548,15603840
상,김현주,임민수,마스카라,IWD,9IWD0125012,롬앤한올폭스래쉬마스카라(미국)#03커피브라운,2026-03-05,2026-04-15,2026-04-15,10080,10080,10080,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2366,23849280
상,김현주,임민수,틴트/컨실러,IWD,9IWD0048812,롬앤듀이풀워터틴트#13커스터드모브(25캡변경/벌크리뉴얼),2026-03-09,2026-04-18,2026-04-18,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2402,24020000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0064110,롬앤베러댄팔레트#06피오니누드가든@●(색소변경),2026-03-09,2026-04-18,2026-04-18,20000,20000,20000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5496,109920000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0063910,롬앤베러댄팔레트#05쉐이드앤섀도우가든@●(색소변경),2026-03-09,2026-04-18,2026-04-18,14000,14000,14000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5155,72170000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0063510,롬앤베러댄팔레트#03로즈버드가든@●(색소변경),2026-03-09,2026-04-18,2026-04-18,39000,39000,39000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5815,226785000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0032810,롬앤베러댄팔레트#01팜파스가든@●,2026-03-09,2026-04-18,2026-04-18,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5901,29505000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0030610,롬앤베러댄아이즈#N01말린버들꽃@,2026-03-09,2026-04-18,2026-04-18,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),3280,16400000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0062910,롬앤베러댄아이즈M02말린메밀꽃@(색소변경),2026-03-09,2026-04-18,2026-04-18,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),3332,33320000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0011330,롬앤베러댄아이즈#02말린장미(원료대체),2026-03-09,2026-04-18,2026-04-18,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),3438,24066000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0069610,롬앤베러댄컨투어#2호그레이쿨,2026-03-09,2026-04-18,2026-04-18,30000,30000,30000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5567,167010000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0069510,롬앤베러댄컨투어#1호뉴트럴웜,2026-03-09,2026-04-18,2026-04-18,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),5567,55670000
상,김현주,임민수,립글로즈,IWD,9IWD0056610,롬앤블러퍼지틴트#15베리피즈(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,24490000
상,김현주,임민수,립글로즈,IWD,9IWD0056410,롬앤블러퍼지틴트#13쿨링업(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,24490000
상,김현주,임민수,립글로즈,IWD,9IWD0043640,롬앤블러퍼지틴트#11푸시아바이브(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,24490000
상,김현주,임민수,립글로즈,IWD,9IWD0042050,롬앤블러퍼지틴트#08커런트잼(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,36735000
상,김현주,임민수,립글로즈,IWD,9IWD0041940,롬앤블러퍼지틴트#07쿨로즈업(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,36735000
상,김현주,임민수,립글로즈,IWD,9IWD0041640,롬앤블러퍼지틴트#04라드우드(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,50000,50000,50000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,122450000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0048110,롬앤베러댄치크(리뉴얼)#W02스트로베리밀크,2026-03-09,2026-04-18,2026-04-18,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1843,14744000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0047910,롬앤베러댄치크(리뉴얼)#C03피그칩,2026-03-09,2026-04-18,2026-04-18,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1681,11767000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0047810,롬앤베러댄치크(리뉴얼)#C02블루베리칩,2026-03-09,2026-04-18,2026-04-18,6000,6000,6000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1681,10086000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0047710,롬앤베러댄치크(리뉴얼)#C01피치칩,2026-03-09,2026-04-18,2026-04-18,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1681,8405000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0046820,롬앤제로매트립스틱#21스모크드베이지(믹스앤매치),2026-03-09,2026-04-18,2026-04-18,15000,15000,15000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2396,35940000
상,김현주,임민수,마스카라,IWD,9IWD0105910,롬앤한올브로우카라#11모카그레이(국내)(25)(용기BNR),2026-03-09,2026-04-18,2026-04-18,8000,8000,8000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2151,17208000
상,김현주,임민수,스틱밤,IWD,9IWD0109510,롬앤한올아이팟라이너#02더스티로즈팟,2026-03-09,2026-04-18,2026-04-18,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),3269,22883000
상,김현주,임민수,마스카라,IWD,9IWD0033510,롬앤한올픽스마스카라#V01볼륨블랙,2026-03-09,2026-04-18,2026-04-18,16000,16000,16000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,40064000
상,김현주,임민수,마스카라,IWD,9IWD0040210,롬앤한올픽스마스카라#L02롱애쉬,2026-03-09,2026-04-18,2026-04-18,9000,9000,9000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2504,22536000
중,김현주,임민수,틴트/컨실러,IWD,9IWD0104010,롬앤THE쥬시래스팅틴트(미니)#01여름무화과,2026-03-16,2026-04-25,2026-04-25,10030,10030,10030,ASAP,,,,중점관리품목,,2131,21373930
중,김현주,임민수,틴트/컨실러,IWD,9IWD0104110,롬앤THE쥬시래스팅틴트(미니)#02구아바베이지,2026-03-16,2026-04-25,2026-04-25,10030,10030,10030,ASAP,,,,중점관리품목,,2131,21373930
중,김현주,임민수,틴트/컨실러,IWD,9IWD0104310,롬앤THE쥬시래스팅틴트(미니)#05모닝사과,2026-03-16,2026-04-25,2026-04-25,10030,10030,10030,ASAP,,,,중점관리품목,,2131,21373930
중,김현주,임민수,틴트/컨실러,IWD,9IWD0104410,롬앤THE쥬시래스팅틴트(미니)#06복분자,2026-03-16,2026-04-25,2026-04-25,10030,10030,10030,ASAP,,,,중점관리품목,,2131,21373930
중,김현주,임민수,틴트/컨실러,IWD,9IWD0104610,롬앤THE쥬시래스팅틴트(미니)#08홍시,2026-03-16,2026-04-25,2026-04-25,10030,10030,10030,ASAP,,,,중점관리품목,,2131,21373930
상,김현주,임민수,파우더성형_일반,IWD,9IWD0034310,롬앤베러댄팔레트#0호라이트앤글리터가든(일본용)@●,2026-01-22,2026-03-02,2026-03-31,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),7118,35590000
상,박진형,베승원,기초,DPD,9DPD0019210,아누아피디알엔히알루론산수분캡슐미스트30ML(AA001309),2025-12-12,2026-01-21,2026-03-01,170000,170000,4965,2026-04-01,,O,,중점관리품목,,2954,14666610
상,박진형,베승원,마스크시트,DPD,9DPD0010715,아누아아젤라익15세럼마스크130(7매/JTJPOFF/AA001630,2025-12-18,2026-01-23,2026-04-01,800002,800002,8722,2026-03-25,,O,,중점관리품목,,1557,13580154
상,김현주,임민수,에어쿠션,IWD,9IWD0125310,앤드바이롬앤롤케이크톤업쿠션10G(국내)#01밀크,2026-03-18,2026-05-15,2026-05-15,5100,5100,5100,,,,,중점관리품목,,2285,11653500
상,박진형,베승원,튜브,DPD,9DPD0011613,아누아피디알엔히알100수분크림60ML(US/ON/AMZ/AA000799),2026-03-17,2026-04-24,2026-04-24,70000,70000,70000,2026-04-17,,O,,중점관리품목,,3127,218890000
상,민예지,김현우,립글로즈,BAR,9BAR0020510,바람디어달리아페탈드롭리퀴드블러쉬#팬시(UH),2026-03-16,2026-04-23,2026-04-23,4000,4000,4000,2026-04-23,,O,2026-04-03,중점관리품목,,2840,11360000
상,민예지,김현우,립글로즈,BAR,9BAR0020610,바람디어달리아페탈드롭리퀴드블러쉬#써니(UH),2026-03-16,2026-04-23,2026-04-23,5000,5000,5000,2026-04-23,,O,2026-04-03,중점관리품목,,2840,14200000
상,민예지,김현우,립글로즈,BAR,9BAR0019410,바람디어달리아페탈드롭리퀴드블러쉬#샤이,2026-03-16,2026-04-23,2026-04-23,26000,26000,26000,2026-04-23,,O,,중점관리품목,,2840,73840000
상,민예지,김현우,립글로즈,BAR,9BAR0019610,바람디어달리아페탈드롭리퀴드블러쉬#레이지,2026-03-16,2026-04-23,2026-04-23,25000,25000,25000,2026-04-23,,O,,중점관리품목,,2840,71000000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0015210,바람디어달리아페탈드롭리퀴드블러쉬#플레쉬,2026-03-16,2026-04-23,2026-04-23,13000,13000,13000,2026-04-23,,O,2026-04-07,중점관리품목,,3054,39702000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0015310,바람디어달리아페탈드롭리퀴드블러쉬#소프티,2026-03-16,2026-04-23,2026-04-23,5000,5000,5000,2026-04-23,,O,2026-04-07,중점관리품목,,2840,14200000
중,백승윤,임민수,기초,HDP,9HDP0004010,현대약품마이녹셀스칼프인텐시브샴푸960ML[UW],2026-02-03,2026-04-24,2026-05-30,50000,50000,50000,2026-04-22,,O,3/26~30,중점관리품목,,7753,387650000
중,이승현,배지혜,튜브,JGD,9JGD0002512,종근당건강CKD레티노콜라겐저분자300괄사목주름크림50ML(리필),2026-02-26,2026-04-24,2026-04-24,10000,10000,10000,2026-04-17,,X,,중점관리품목,종근당 자체 미생물 +5일,2426,24260000
중,이승현,배지혜,기초,JGD,9JGD0001810,종근당건강CKD레티노콜라겐저분자300콜라겐펌핑앰플30ML◈,2026-03-11,2026-05-06,2026-04-30,10000,10000,10000,2026-04-23,,X,,중점관리품목,종근당 자체 미생물 +5일,3736,37360000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0012910,바람디어달리아페탈드롭리퀴드블러쉬#퓨리티,2026-03-16,2026-04-23,2026-04-23,8000,8000,8000,2026-04-23,,O,2026-04-07,중점관리품목,,3384,27072000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0012310,바람디어달리아페탈드롭리퀴드블러쉬#무디,2026-03-16,2026-04-23,2026-04-23,10000,10000,10000,2026-04-23,,O,2026-04-07,중점관리품목,,2840,28400000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0011910,바람디어달리아페탈드롭리퀴드블러쉬#베어리,2026-03-16,2026-04-23,2026-04-23,40000,40000,40000,2026-04-23,,O,,중점관리품목,,2840,113600000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0012010,바람디어달리아페탈드롭리퀴드블러쉬#태피,2026-03-16,2026-04-23,2026-04-23,6000,6000,6000,2026-04-23,,O,2026-04-07,중점관리품목,,2840,17040000
상,민예지,김현우,틴트/컨실러,BAR,9BAR0012210,바람디어달리아페탈드롭리퀴드블러쉬#글로리,2026-03-16,2026-04-23,2026-04-23,7500,7500,7500,2026-04-23,,O,2026-04-07,중점관리품목,,2840,21300000
상,김선영,심민아,튜브,MDH,9MDH0009812,메디힐마데카소사이드수분선세럼흔적리페어50G(V2),2026-03-12,2026-05-15,2026-04-01,120000,120000,120000,4만개 ~4/2  8만개 ~4/16,2026-03-25,O,,중점관리품목,,2285,274200000
